zpid,address,Latitude,Longitude
46195624," 6 Broadway Ct, Orlando, FL 32803",28.550428,-81.37177
46195627," 5 Broadway Ct, Orlando, FL 32803",28.550252,-81.371769
46195638," 501 E Harwood St, Orlando, FL 32803",28.548772,-81.371559
46195642," 517 E Harwood St, Orlando, FL 32803",28.548776,-81.370935
46195706," 511 E Amelia St, Orlando, FL 32803",28.549732,-81.371277
46195780," 711 E Concord St, Orlando, FL 32803",28.551618,-81.36811
46195781," 715 E Concord St, Orlando, FL 32803",28.551567,-81.36794
46195786," 815 E Concord St, Orlando, FL 32803",28.551543,-81.36698
46195790," 806 E Concord St, Orlando, FL 32803",28.550964,-81.367322
46195792," 718 E Concord St, Orlando, FL 32803",28.550996,-81.367777
46195810," 1526 E Concord St, Orlando, FL 32803",28.551033,-81.360448
46195812," 1508 E Concord St, Orlando, FL 32803",28.551034,-81.361072
46195821," 1423 Mount Vernon St, Orlando, FL 32803",28.550658,-81.36169
46195824," 1505 Mount Vernon St, Orlando, FL 32803",28.550658,-81.361222
46195825," 1511 Mount Vernon St, Orlando, FL 32803",28.550658,-81.361066
46195827," 1517 Mount Vernon St, Orlando, FL 32803",28.550658,-81.360754
46195831," 512 N Shine Ave, Orlando, FL 32803",28.549988,-81.362909
46195835," 1222 Mount Vernon St, Orlando, FL 32803",28.550075,-81.363442
46195836," 1208 Mount Vernon St, Orlando, FL 32803",28.550075,-81.363919
46195851," 1404 Mount Vernon St, Orlando, FL 32803",28.550115,-81.362305
46195852," 1400 Mount Vernon St, Orlando, FL 32803",28.550115,-81.362461
46195853," 1401 E Amelia St, Orlando, FL 32803",28.549736,-81.362456
46195854," 1405 E Amelia St, Orlando, FL 32803",28.549737,-81.3623
46195858," 1421 E Amelia St, Orlando, FL 32803",28.549802,-81.361669
46196002," 1016 Mount Vernon St, Orlando, FL 32803",28.550122,-81.36569
46196003," 1012 Mount Vernon St, Orlando, FL 32803",28.550121,-81.365846
46196015," 803 E Amelia St, Orlando, FL 32803",28.54972,-81.367429
46196018," 815 E Amelia St, Orlando, FL 32803",28.549723,-81.366966
46196024," 1014 E Amelia St, Orlando, FL 32803",28.549181,-81.36582
46196031," 1015 E Harwood St, Orlando, FL 32803",28.548834,-81.365762
46196033," 433 N Hyer Ave, Orlando, FL 32803",28.54893,-81.366203
46196034," 429 N Hyer Ave, Orlando, FL 32803",28.548691,-81.366215
46196041," 806 E Harwood St, Orlando, FL 32803",28.548255,-81.367314
46196065," 812 E Livingston St, Orlando, FL 32803",28.547305,-81.366954
46196068," 823 E Ridgewood St, Orlando, FL 32803",28.546961,-81.366672
46196070," 809 E Ridgewood St, Orlando, FL 32803",28.547015,-81.367139
46196071," 781 E Ridgewood St, Orlando, FL 32803",28.547011,-81.367326
46196180," 1421 E Harwood St, Orlando, FL 32803",28.548846,-81.361452
46196181," 1415 E Harwood St, Orlando, FL 32803",28.548894,-81.361629
46196184," 427 N Shine Ave, Orlando, FL 32803",28.548674,-81.361981
46196186," 1414 E Harwood St, Orlando, FL 32803",28.548308,-81.361564
46196189," 1406 E Harwood St, Orlando, FL 32803",28.548306,-81.361845
46196192," 1413 E Livingston St, Orlando, FL 32803",28.547937,-81.361696
46196197," 1237 E Livingston St, Orlando, FL 32803",28.547947,-81.362815
46196199," 1227 E Livingston St, Orlando, FL 32803",28.547954,-81.363203
46196205," 1236 E Livingston St, Orlando, FL 32803",28.547341,-81.362826
46196211," 1227 E Ridgewood St, Orlando, FL 32803",28.547027,-81.363221
46196213," 1235 E Ridgewood St, Orlando, FL 32803",28.547019,-81.362866
46196217," 1407 E Ridgewood St, Orlando, FL 32803",28.547015,-81.361988
46196218," 1409 E Ridgewood St, Orlando, FL 32803",28.547038,-81.361844
46196220," 1415 E Ridgewood St, Orlando, FL 32803",28.547029,-81.36156
46196224," 1412 E Ridgewood St, Orlando, FL 32803",28.546462,-81.361753
46196226," 1400 E Ridgewood St, Orlando, FL 32803",28.54646,-81.362087
46196231," 1226 E Ridgewood St, Orlando, FL 32803",28.546449,-81.36326
46196238," 518 E Concord St, Orlando, FL 32803",28.550755,-81.370962
46196249," 512 Cathcart Ave, Orlando, FL 32803",28.549926,-81.370895
46196295," 412 E Ridgewood St, Orlando, FL 32803",28.54644,-81.372064
46196306," 512 E Livingston St, Orlando, FL 32803",28.547361,-81.371027
46196307," 342 Cathcart Ave, Orlando, FL 32803",28.547363,-81.37083
46196309," 334 Broadway Ave, Orlando, FL 32803",28.546704,-81.372621
46196362," 632 E Livingston St, Orlando, FL 32803",28.547267,-81.369162
46196363," 626 E Livingston St, Orlando, FL 32803",28.547317,-81.369469
46196367," 335 Cathcart Ave, Orlando, FL 32803",28.546974,-81.370212
46196506," 1515 E Ridgewood St, Orlando, FL 32803",28.547009,-81.360748
46196573," 641 E Livingston St, Orlando, FL 32803",28.54788,-81.368915
46196594," 632 E Amelia St, Orlando, FL 32803",28.549164,-81.369231
46196598," 633 E Harwood St, Orlando, FL 32803",28.548803,-81.369242
46196605," 722 E Amelia St, Orlando, FL 32803",28.549145,-81.367542
46196607," 714 E Amelia St, Orlando, FL 32803",28.549149,-81.367853
46196620," 514 N Summerlin Ave, Orlando, FL 32803",28.550002,-81.368806
46196630," 400 E Colonial Dr APT 107, Orlando, FL 32803",28.55315,-81.37274
46196649," 400 E Colonial Dr APT 306, Orlando, FL 32803",28.55315,-81.37274
46196837," 534 N Summerlin Ave, Orlando, FL 32803",28.550689,-81.368894
46196849," 608 Hillcrest St, Orlando, FL 32803",28.552026,-81.370031
46196869," 520 Hillcrest St, Orlando, FL 32803",28.552005,-81.370823
46196870," 516 Hillcrest St, Orlando, FL 32803",28.552004,-81.370978
46196891," 1105 E Livingston St, Orlando, FL 32803",28.547893,-81.365227
46196898," 447 N Shine Ave, Orlando, FL 32803",28.549224,-81.362139
46226816," 3110 Kilgore St, Orlando, FL 32803",28.543,-81.344274
46226817," 1615 E Concord St, Orlando, FL 32803",28.551562,-81.359567
46226829," 1636 Hillcrest St, Orlando, FL 32803",28.55191,-81.358703
46226832," 1637 E Concord St, Orlando, FL 32803",28.551609,-81.358756
46226842," 501 Meridale Ave, Orlando, FL 32803",28.549658,-81.356822
46226846," 3109 E Central Blvd, Orlando, FL 32803",28.542716,-81.344312
46226849," 509 Meridale Ave, Orlando, FL 32803",28.549818,-81.356823
46226852," 515 Altaloma Ave, Orlando, FL 32803",28.550019,-81.357852
46226855," 501 Altaloma Ave, Orlando, FL 32803",28.549688,-81.357847
46226857," 1615 E Amelia St, Orlando, FL 32803",28.54977,-81.359639
46226859," 1621 E Amelia St, Orlando, FL 32803",28.549756,-81.359301
46226867," 1646 Mount Vernon St, Orlando, FL 32803",28.550145,-81.35837
46226870," 1634 Mount Vernon St, Orlando, FL 32803",28.55014,-81.358838
46226887," 2009 E Jefferson St, Orlando, FL 32803",28.545313,-81.35553
46226895," 2026 E Jefferson St, Orlando, FL 32803",28.544685,-81.354943
46226896," 2102 E Jefferson St, Orlando, FL 32803",28.544659,-81.354756
46226914," 428 Altaloma Ave, Orlando, FL 32803",28.548714,-81.35849
46226917," 446 Altaloma Ave, Orlando, FL 32803",28.549295,-81.358498
46226947," 1630 E Livingston St, Orlando, FL 32803",28.547369,-81.35906
46226950," 617 Irvington Ave, Orlando, FL 32803",28.552181,-81.346567
46226955," 20 S Lakewood Dr, Orlando, FL 32803",28.541493,-81.345528
46226962," 19 S Lakewood Dr, Orlando, FL 32803",28.541539,-81.34485
46226967," 301 S Lakewood Dr, Orlando, FL 32803",28.539565,-81.344821
46226968," 219 S Lakewood Dr, Orlando, FL 32803",28.539719,-81.344864
46227019," 1630 E Concord St, Orlando, FL 32803",28.550996,-81.359001
46227021," 1636 E Concord St, Orlando, FL 32803",28.550999,-81.35869
46227023," 1615 Mount Vernon St, Orlando, FL 32803",28.550682,-81.359532
46227024," 1617 Mount Vernon St, Orlando, FL 32803",28.550683,-81.359377
46227030," 1643 Mount Vernon St, Orlando, FL 32803",28.550694,-81.358389
46227034," 1903 E Concord St, Orlando, FL 32803",28.551561,-81.357078
46227036," 1915 E Concord St, Orlando, FL 32803",28.551613,-81.356628
46227048," 2121 E Concord St, Orlando, FL 32803",28.551504,-81.354305
46227051," 2211 E Concord St, Orlando, FL 32803",28.551622,-81.353502
46227057," 2200 E Concord St, Orlando, FL 32803",28.551096,-81.353906
46227059," 2207 Mount Vernon St, Orlando, FL 32803",28.550712,-81.353709
46227063," 2210 Mount Vernon St, Orlando, FL 32803",28.550239,-81.353597
46227074," 2101 Mount Vernon St, Orlando, FL 32803",28.550673,-81.354998
46227080," 2122 Mount Vernon St, Orlando, FL 32803",28.550187,-81.354288
46227081," 2114 Mount Vernon St, Orlando, FL 32803",28.550184,-81.354568
46227089," 2808 E Central Blvd, Orlando, FL 32803",28.542101,-81.347331
46227095," 2912 E Central Blvd, Orlando, FL 32803",28.542139,-81.346178
46227098," 2309 Stanley St, Orlando, FL 32803",28.549307,-81.352613
46227100," 2225 Stanley St, Orlando, FL 32803",28.549303,-81.353026
46227104," 2205 Stanley St, Orlando, FL 32803",28.549294,-81.353837
46227113," 2009 Stanley St, Orlando, FL 32803",28.549273,-81.355661
46227119," 2124 Stanley St, Orlando, FL 32803",28.548796,-81.354033
46227127," 2008 Stanley St, Orlando, FL 32803",28.548777,-81.355654
46227128," 433 N Hampton Ave, Orlando, FL 32803",28.5489,-81.355988
46227129," 415 N Hampton Ave, Orlando, FL 32803",28.548316,-81.35598
46227138," 2125 Valencia Rd, Orlando, FL 32803",28.548466,-81.354028
46227140," 2209 Valencia Rd, Orlando, FL 32803",28.54847,-81.353623
46227144," 2240 Valencia Rd, Orlando, FL 32803",28.548669,-81.352683
46227150," 2214 Valencia Rd, Orlando, FL 32803",28.547977,-81.353413
46227175," 341 Altaloma Ave, Orlando, FL 32803",28.547302,-81.357879
46227177," 329 Altaloma Ave, Orlando, FL 32803",28.546934,-81.357873
46227184," 1908 E Livingston St, Orlando, FL 32803",28.547573,-81.357252
46227185," 1909 Fern Cir, Orlando, FL 32803",28.547144,-81.357244
46227192," 1900 Valencia Rd, Orlando, FL 32803",28.548282,-81.357546
46227197," 1915 E Livingston St, Orlando, FL 32803",28.547914,-81.356569
46227200," 1916 Stanley St, Orlando, FL 32803",28.548877,-81.356582
46227201," 1912 Stanley St, Orlando, FL 32803",28.548874,-81.356794
46227204," 1900 Stanley St, Orlando, FL 32803",28.548968,-81.357551
46227215," 1907 Stanley St, Orlando, FL 32803",28.549284,-81.357162
46227237," 2126 E Central Blvd, Orlando, FL 32803",28.542033,-81.353539
46227242," 2100 E Central Blvd, Orlando, FL 32803",28.542153,-81.354563
46227255," 2021 Forest Cir, Orlando, FL 32803",28.540817,-81.355051
46227257," 2014 Forest Cir, Orlando, FL 32803",28.541264,-81.355325
46227261," 2104 Forest Cir, Orlando, FL 32803",28.541147,-81.354482
46227263," 2112 Forest Cir, Orlando, FL 32803",28.541281,-81.354024
46227265," 2006 E Central Blvd, Orlando, FL 32803",28.542006,-81.355641
46227267," 2016 E Central Blvd, Orlando, FL 32803",28.542011,-81.35526
46227268," 2020 E Central Blvd, Orlando, FL 32803",28.542013,-81.355069
46227280," 2012 Forest Cir, Orlando, FL 32803",28.54046,-81.35535
46227285," 219 S Forest Ave, Orlando, FL 32803",28.539865,-81.35465
46227298," 301 S Hampton Ave, Orlando, FL 32803",28.539494,-81.355681
46227301," 209 S Hampton Ave, Orlando, FL 32803",28.540064,-81.355679
46227305," 300 S Forest Ave, Orlando, FL 32803",28.539499,-81.355259
46227307," 312 S Forest Ave, Orlando, FL 32803",28.539124,-81.355254
46227315," 2714 E Central Blvd, Orlando, FL 32803",28.542079,-81.348195
46227319," 2715 E Pine St, Orlando, FL 32803",28.541659,-81.348169
46227328," 542 N Hampton Ave, Orlando, FL 32803",28.551105,-81.356375
46227341," 2009 Mount Vernon St, Orlando, FL 32803",28.550602,-81.355768
46227343," 2019 Mount Vernon St, Orlando, FL 32803",28.550719,-81.355389
46227352," 508 Vernon Pl, Orlando, FL 32803",28.549795,-81.355634
46227367," 32 S Hampton Ave, Orlando, FL 32803",28.541204,-81.35623
46227373," 210 S Hampton Ave, Orlando, FL 32803",28.540043,-81.356191
46227375," 220 S Hampton Ave, Orlando, FL 32803",28.539682,-81.356315
46227399," 536 Meridale Ave, Orlando, FL 32803",28.550165,-81.357141
46227400," 535 Altaloma Ave, Orlando, FL 32803",28.550778,-81.357904
46227405," 521 Altaloma Ave, Orlando, FL 32803",28.550226,-81.357897
46227413," 521 Meridale Ave, Orlando, FL 32803",28.550199,-81.3568
46227418," 2300 E Central Blvd, Orlando, FL 32803",28.542013,-81.352696
46227427," 213 S Glenwood Ave, Orlando, FL 32803",28.539997,-81.352586
46227437," 21 S Glenwood Ave, Orlando, FL 32803",28.541514,-81.352607
46227438," 15 S Glenwood Ave, Orlando, FL 32803",28.541736,-81.3526
46227440," 20 S Glenwood Ave, Orlando, FL 32803",28.541598,-81.353222
46227443," 104 S Glenwood Ave, Orlando, FL 32803",28.54119,-81.353259
46227449," 208 S Glenwood Ave, Orlando, FL 32803",28.540144,-81.353202
46227456," 316 S Glenwood Ave, Orlando, FL 32803",28.539008,-81.353186
46227467," 3008 E Washington St, Orlando, FL 32803",28.543918,-81.345165
46227477," 3113 Kilgore St, Orlando, FL 32803",28.543553,-81.344222
46227484," 2809 E Pine St, Orlando, FL 32803",28.541878,-81.34725
46227490," 2917 E Pine St, Orlando, FL 32803",28.541729,-81.345995
46227496," 2802 Primrose Ct, Orlando, FL 32803",28.540726,-81.347492
46227498," 2808 E Pine St, Orlando, FL 32803",28.541416,-81.347248
46227506," 2821 Primrose Ct, Orlando, FL 32803",28.54103,-81.346804
46227514," 2503 E Jackson St, Orlando, FL 32803",28.539595,-81.350793
46227522," 2510 E Church St, Orlando, FL 32803",28.540243,-81.350459
46227545," 2701 E Jackson St, Orlando, FL 32803",28.539919,-81.348797
46227556," 205 Rosearden Dr, Orlando, FL 32803",28.545256,-81.35815
46227573," 1603 E Jefferson St, Orlando, FL 32803",28.545203,-81.359917
46227581," 1601 E Washington St, Orlando, FL 32803",28.544192,-81.360008
46227610," 1814 E Washington St, Orlando, FL 32803",28.543684,-81.357349
46227616," 3 Rosearden Dr, Orlando, FL 32803",28.543027,-81.357622
46227617," 1815 E Central Blvd, Orlando, FL 32803",28.543113,-81.357329
46227627," 17 Celia Ln, Orlando, FL 32803",28.543557,-81.358673
46227629," 7 Celia Ln, Orlando, FL 32803",28.543183,-81.358725
46227632," 1612 E Washington St, Orlando, FL 32803",28.543681,-81.359644
46227633," 1606 E Washington St, Orlando, FL 32803",28.54402,-81.360114
46227634," 1600 E Washington St, Orlando, FL 32803",28.54402,-81.36018
46227636," 5 N Fern Creek Ave, Orlando, FL 32803",28.54309,-81.360008
46227668," 115 Hillside Ave, Orlando, FL 32803",28.544718,-81.353629
46227669," 125 Hillside Ave, Orlando, FL 32803",28.544934,-81.353631
46227675," 2211 E Central Blvd, Orlando, FL 32803",28.542612,-81.353384
46227684," 44 N Glenwood Ave, Orlando, FL 32803",28.543891,-81.353206
46227686," 2200 E Washington St, Orlando, FL",28.54381,-81.353743
46227696," 37 N Glenwood Ave, Orlando, FL 32803",28.543604,-81.352631
46227704," 2115 E Central Blvd, Orlando, FL 32803",28.542567,-81.354239
46227767," 2715 Kilgore St, Orlando, FL 32803",28.543536,-81.348293
46227781," 5 N Graham Ave, Orlando, FL 32803",28.542633,-81.34968
46227789," 1817 E Concord St, Orlando, FL 32803",28.55159,-81.357471
46227810," 2909 E Jefferson St, Orlando, FL 32803",28.545345,-81.346408
46227823," 3004 E Jefferson St, Orlando, FL 32803",28.544833,-81.345393
46227885," 2816 Kilgore St, Orlando, FL 32803",28.542998,-81.346996
46227889," 2908 Kilgore St, Orlando, FL 32803",28.543004,-81.346371
46227891," 10 N Lakewood Dr, Orlando, FL 32803",28.542884,-81.345968
46227907," 2420 E Jefferson St, Orlando, FL 32803",28.544762,-81.351437
46233548," 2816 Huntington St, Orlando, FL 32803",28.532488,-81.346665
46233552," 2924 Huntington St, Orlando, FL 32803",28.532532,-81.345682
46233570," 2923 Pickfair St, Orlando, FL 32803",28.53493,-81.345724
46233571," 3001 Pickfair St, Orlando, FL 32803",28.534921,-81.345547
46233572," 3003 Pickfair St, Orlando, FL 32803",28.534895,-81.345355
46233576," 3101 Pickfair St, Orlando, FL 32803",28.534927,-81.344613
46233577," 3105 Pickfair St, Orlando, FL 32803",28.534929,-81.344405
46233581," 2800 Pickfair St, Orlando, FL 32803",28.534342,-81.347411
46233586," 2900 Pickfair St, Orlando, FL 32803",28.534349,-81.346497
46233598," 3112 Pickfair St, Orlando, FL 32803",28.534366,-81.344014
46233619," 2816 Wessex St, Orlando, FL 32803",28.533437,-81.346652
46233620," 2900 Wessex St, Orlando, FL 32803",28.533439,-81.346411
46233621," 2912 Wessex St, Orlando, FL 32803",28.53344,-81.346171
46233623," 2924 Wessex St, Orlando, FL 32803",28.533444,-81.345691
46233627," 3018 Wessex St, Orlando, FL 32803",28.53345,-81.344731
46233630," 3112 Wessex St, Orlando, FL 32803",28.533455,-81.344003
46234153," 2802 E Anderson St, Orlando, FL 32803",28.53767,-81.347116
46234156," 2902 Sunglow Dr, Orlando, FL 32803",28.537856,-81.346318
46234158," 420 Sunrise Dr, Orlando, FL 32803",28.537452,-81.345799
46234159," 436 Sunrise Dr, Orlando, FL 32803",28.537327,-81.346176
46234162," 439 Sunrise Ct, Orlando, FL 32803",28.537386,-81.346671
46234169," 520 Sunrise Dr, Orlando, FL 32803",28.536364,-81.346854
46234193," 3011 Oxford St, Orlando, FL 32803",28.535731,-81.34507
46234211," 509 Sunrise Dr, Orlando, FL 32803",28.536808,-81.345949
46234221," 507 Sunglow Dr, Orlando, FL 32803",28.537,-81.344882
46234237," 526 S Crystal Lake Dr, Orlando, FL 32803",28.536152,-81.343847
46234244," 428 S Crystal Lake Dr, Orlando, FL 32803",28.537499,-81.343878
46234248," 2822 Oxford St, Orlando, FL 32803",28.535173,-81.346671
46234251," 2916 Oxford St, Orlando, FL 32803",28.535178,-81.346025
46234253," 2920 Oxford St, Orlando, FL 32803",28.535181,-81.345591
46234257," 3018 Oxford St, Orlando, FL 32803",28.535187,-81.344693
46234399," 427 S Hillside Ave, Orlando, FL 32803",28.537578,-81.353755
46234400," 2206 E Anderson St, Orlando, FL 32803",28.537736,-81.353573
46234401," 2210 E Anderson St, Orlando, FL 32803",28.537774,-81.353334
46234402," 937 Mayfair Cir, Orlando, FL 32803",28.537593,-81.352384
46234405," 919 Mayfair Cir, Orlando, FL 32803",28.537396,-81.353003
46234412," 2108 Newman St, Orlando, FL 32803",28.537445,-81.35443
46234415," 2113 Anderson Pl, Orlando, FL 32803",28.536946,-81.354259
46234428," 841 Mayfair Cir, Orlando, FL 32803",28.536338,-81.353947
46234429," 837 Mayfair Cir, Orlando, FL 32803",28.536175,-81.353985
46234433," 2021 Tangerine St, Orlando, FL 32803",28.536152,-81.355044
46234436," 908 Mayfair Cir, Orlando, FL 32803",28.536944,-81.353084
46234443," 502 Lake Como Cir, Orlando, FL 32803",28.536979,-81.352018
46234457," 854 Mayfair Cir, Orlando, FL 32803",28.536543,-81.353476
46234460," 540 Lake Como Cir, Orlando, FL 32803",28.535905,-81.353283
46234466," 2024 Tangerine St, Orlando, FL 32803",28.535589,-81.354934
46234467," 2100 Tangerine St, Orlando, FL 32803",28.535592,-81.354763
46234474," 2111 Palmer St, Orlando, FL 32803",28.535284,-81.354377
46234482," 512 S Hampton Ave, Orlando, FL 32803",28.536321,-81.355759
46234491," 612 S Hampton Ave, Orlando, FL 32803",28.53445,-81.355735
46234497," 700 S Hampton Ave, Orlando, FL 32803",28.533184,-81.355719
46234498," 708 S Hampton Ave, Orlando, FL 32803",28.533019,-81.355717
46234502," 730 S Hampton Ave, Orlando, FL 32803",28.532193,-81.355707
46234503," 734 S Hampton Ave, Orlando, FL 32803",28.532028,-81.355705
46234507," 2014 Palmer St, Orlando, FL 32803",28.534722,-81.355241
46234510," 2106 Palmer St, Orlando, FL 32803",28.534734,-81.3545
46234512," 2118 Palmer St, Orlando, FL 32803",28.534786,-81.354093
46234529," 732 Mayfair Cir, Orlando, FL 32803",28.534672,-81.353012
46234530," 737 Mayfair Cir, Orlando, FL 32803",28.534469,-81.353351
46234537," 2305 Buckminster Cir, Orlando, FL 32803",28.533572,-81.352371
46234542," 2117 Buckminster Cir, Orlando, FL 32803",28.533871,-81.353314
46234557," 724 Hempstead Ave, Orlando, FL 32803",28.53242,-81.354783
46234562," 750 Hempstead Ave, Orlando, FL 32803",28.532294,-81.3545
46234568," 725 S Hampton Ave, Orlando, FL 32803",28.532542,-81.355437
46234572," 707 S Hampton Ave, Orlando, FL 32803",28.533023,-81.355119
46234582," 710 Warwick Pl, Orlando, FL 32803",28.532839,-81.353911
46234584," 720 Warwick Pl, Orlando, FL 32803",28.532488,-81.353906
46234585," 726 Warwick Pl, Orlando, FL 32803",28.532317,-81.353904
46234594," 729 Hempstead Ave, Orlando, FL 32803",28.532686,-81.354504
46234599," 703 Hempstead Ave, Orlando, FL 32803",28.533179,-81.354403
46234604," 702 Essex Pl, Orlando, FL 32803",28.53332,-81.352889
46234609," 726 Essex Pl, Orlando, FL 32803",28.532371,-81.353012
46234611," 736 Essex Pl, Orlando, FL 32803",28.532109,-81.352673
46234613," 746 Essex Pl, Orlando, FL 32803",28.532306,-81.352671
46234614," 750 Essex Pl, Orlando, FL 32803",28.532404,-81.35267
46234615," 749 Warwick Pl, Orlando, FL 32803",28.533099,-81.353599
46234619," 729 Warwick Pl, Orlando, FL 32803",28.532272,-81.353333
46234628," 726 S Bumby Ave, Orlando, FL 32803",28.532417,-81.352093
46234641," 715 Essex Pl, Orlando, FL 32803",28.532794,-81.352383
46234643," 456 Mayfair Cir, Orlando, FL 32803",28.536976,-81.350921
46234655," 611 S Bumby Ave, Orlando, FL 32803",28.534288,-81.351474
46234656," 620 Mayfair Cir, Orlando, FL 32803",28.534407,-81.351147
46234657," 606 Mayfair Cir, Orlando, FL 32803",28.534525,-81.350927
46234664," 724 Wessex Pl, Orlando, FL 32803",28.534154,-81.348664
46234671," 617 Buckminster Cir, Orlando, FL 32803",28.534417,-81.349478
46234674," 2724 Oxford St, Orlando, FL 32803",28.534724,-81.348766
46234681," 812 Huntington Pl, Orlando, FL 32803",28.533046,-81.348233
46234686," 733 Wessex Pl, Orlando, FL 32803",28.533389,-81.34886
46234692," 818 S Primrose Dr, Orlando, FL 32803",28.532291,-81.347917
46234708," 821 Winthrop Pl, Orlando, FL 32803",28.53252,-81.348481
46234729," 826 Wessex Pl, Orlando, FL 32803",28.532736,-81.350572
46234740," 809 S Bumby Ave, Orlando, FL 32803",28.532576,-81.351422
46234754," 744 Buckminster Cir, Orlando, FL 32803",28.533574,-81.351555
46234764," 2723 Newark Way, Orlando, FL 32803",28.537041,-81.348302
46234765," 441 Wiltshire Rd, Orlando, FL 32803",28.537132,-81.348795
46234769," 2726 Newark Way, Orlando, FL 32803",28.536698,-81.348142
46234772," 507 Buckminster Cir, Orlando, FL 32803",28.536632,-81.349153
46234779," 2728 Linwood Pl, Orlando, FL 32803",28.535708,-81.347888
46234781," 2716 Linwood Pl, Orlando, FL 32803",28.535705,-81.348356
46234795," 540 Buckminster Cir, Orlando, FL 32803",28.535403,-81.349434
46234796," 546 Buckminster Cir, Orlando, FL 32803",28.535206,-81.349487
46234799," 566 Buckminster Cir, Orlando, FL 32803",28.534648,-81.349763
46234812," 438 Wiltshire Rd, Orlando, FL 32803",28.537324,-81.34893
46234819," 440 Buckminster Cir, Orlando, FL 32803",28.537468,-81.350157
46234821," 450 Buckminster Cir, Orlando, FL 32803",28.537182,-81.34984
46234829," 445 Mayfair Cir, Orlando, FL 32803",28.537477,-81.351116
46234841," 534 Mayfair Cir, Orlando, FL 32803",28.535287,-81.350435
46234844," 541 Lake Como Cir, Orlando, FL 32803",28.53556,-81.350719
46234845," 533 Lake Como Cir, Orlando, FL 32803",28.535812,-81.350681
46234846," 527 Lake Como Cir, Orlando, FL 32803",28.536075,-81.350701
46234858," 2901 Clemwood St, Orlando, FL 32803",28.532154,-81.346398
46234861," 2807 Clemwood St, Orlando, FL 32803",28.532187,-81.34709
46234864," 2806 Clemwood St, Orlando, FL 32803",28.531574,-81.347118
46234868," 2912 Clemwood St, Orlando, FL 32803",28.53158,-81.346156
46234869," 2918 Clemwood St, Orlando, FL 32803",28.531737,-81.345914
46234874," 3018 Clemwood St, Orlando, FL 32803",28.531746,-81.344715
46234876," 3106 Clemwood St, Orlando, FL 32803",28.531594,-81.344223
46240802," 3216 Clemwood Dr, Orlando, FL 32803",28.532195,-81.342854
46240803," 3214 Clemwood Dr, Orlando, FL 32803",28.532052,-81.343231
46240814," 721 S Crystal Lake Dr, Orlando, FL 32803",28.532616,-81.343096
46241604," 616 Strathmore Dr, Orlando, FL 32803",28.534485,-81.340513
46241605," 620 Strathmore Dr, Orlando, FL 32803",28.53427,-81.34051
46241606," 626 Strathmore Dr, Orlando, FL 32803",28.534055,-81.340508
46241612," 718 Strathmore Dr, Orlando, FL 32803",28.5327,-81.340516
46241613," 724 Strathmore Dr, Orlando, FL 32803",28.532484,-81.340428
46241623," 616 Tam O Shanter Dr, Orlando, FL 32803",28.534218,-81.338091
46241627," 3701 Glen Garry Ln, Orlando, FL 32803",28.53424,-81.338843
46241630," 620 Braidwood Ln, Orlando, FL 32803",28.53423,-81.339507
46241631," 626 Braidwood Ln, Orlando, FL 32803",28.533983,-81.339493
46241633," 636 Braidwood Ln, Orlando, FL 32803",28.533609,-81.339492
46241644," 636 Tam O Shanter Dr, Orlando, FL 32803",28.533431,-81.338104
46241645," 700 Tam O Shanter Dr, Orlando, FL 32803",28.533235,-81.338068
46241654," 719 Strathmore Dr, Orlando, FL 32803",28.532628,-81.339858
46241662," 712 Braidwood Ln, Orlando, FL 32803",28.532839,-81.339443
46241663," 706 Braidwood Ln, Orlando, FL 32803",28.533056,-81.339472
46241686," 711 Tam O Shanter Dr, Orlando, FL 32803",28.532756,-81.337525
46241687," 713 Tam O Shanter Dr, Orlando, FL 32803",28.532536,-81.337522
46241696," 3710 Clemwood Dr, Orlando, FL 32803",28.531641,-81.337681
46241709," 3219 Anderson Pl, Orlando, FL 32803",28.537071,-81.342782
46241711," 3201 Anderson Pl, Orlando, FL 32803",28.536981,-81.343301
46241716," 3220 Anderson Pl, Orlando, FL 32803",28.53651,-81.342806
46241726," 3211 Palmer St, Orlando, FL 32803",28.535381,-81.343001
46241738," 500 Underhill Dr, Orlando, FL 32803",28.536544,-81.342422
46241745," 3219 Underhill Ct, Orlando, FL 32803",28.536095,-81.342792
46241746," 3221 Underhill Ct, Orlando, FL 32803",28.536266,-81.34254
46241974," 3222 Palmer St, Orlando, FL 32803",28.534868,-81.342685
46241985," 3229 Pickfair St, Orlando, FL 32803",28.534569,-81.342244
46241992," 3210 Pickfair St, Orlando, FL 32803",28.534095,-81.343111
46241998," 3300 Pickfair St, Orlando, FL 32803",28.534106,-81.341806
46242001," 640 Roberta Ave, Orlando, FL 32803",28.533694,-81.341252
46242002," 3305 Renlee Pl, Orlando, FL 32803",28.533805,-81.341585
46242007," 3223 Renlee Pl, Orlando, FL 32803",28.533796,-81.342673
46242008," 3215 Renlee Pl, Orlando, FL 32803",28.533794,-81.34289
46242009," 3209 Renlee Pl, Orlando, FL 32803",28.533792,-81.343108
46242012," 3210 Renlee Pl, Orlando, FL 32803",28.533325,-81.343102
46242017," 3240 Renlee Pl, Orlando, FL 32803",28.533334,-81.342014
46242021," 3318 Renlee Pl, Orlando, FL 32803",28.533505,-81.341163
